Frame	Depth	Color	D_i-D_i-1	C_i-C_i-1	C_i-D_i
109	30286998	30287002	32	36	4
110	30287030	30287034	32	32	4
111	30287066	30287066	36	32	0
112	30287098	30287102	32	36	4
113	30287134	30287134	36	32	0
114	30287166	30287166	32	32	0
115	30287202	30287202	36	36	0
116	30287234	30287234	32	32	0
117	30287266	30287266	32	32	0
118	30287302	30287302	36	36	0
119	30287334	30287334	32	32	0
120	30287366	30287366	32	32	0
121	30287402	30287402	36	36	0
122	30287434	30287434	32	32	0
123	30287466	30287466	32	32	0
124	30287498	30287502	32	36	4
125	30287530	30287534	32	32	4
126	30287566	30287566	36	32	0
127	30287598	30287602	32	36	4
128	30287630	30287634	32	32	4
129	30287666	30287666	36	32	0
130	30287698	30287702	32	36	4
131	30287730	30287734	32	32	4
132	30287766	30287766	36	32	0
133	30287798	30287802	32	36	4
134	30287830	30287834	32	32	4
135	30287866	30287866	36	32	0
136	30287898	30287902	32	36	4
137	30287930	30287934	32	32	4
138	30287966	30287966	36	32	0
139	30287998	30288002	32	36	4
140	30288030	30288034	32	32	4
141	30288066	30288066	36	32	0
142	30288098	30288102	32	36	4
143	30288130	30288134	32	32	4
144	30288166	30288166	36	32	0
145	30288198	30288202	32	36	4
146	30288230	30288234	32	32	4
147	30288266	30288266	36	32	0
148	30288298	30288302	32	36	4
149	30288330	30288334	32	32	4
150	30288366	30288366	36	32	0
151	30288398	30288402	32	36	4
152	30288434	30288434	36	32	0
153	30288466	30288466	32	32	0
154	30288498	30288502	32	36	4
155	30288534	30288502	36	0	32
156	30288566	30288502	32	0	64
157	30288598	30288502	32	0	96
158	30288634	30288502	36	0	132
159	30288666	30288502	32	0	164
160	30288698	30288502	32	0	196
161	30288734	30288502	36	0	232
162	30288766	30288502	32	0	264
163	30288798	30288502	32	0	296
164	30288834	30288502	36	0	332
165	30288866	30288502	32	0	364
166	30288866	30288534	0	32	332
167	30288898	30288534	32	0	364
168	30288934	30288934	36	400	0
169	30288966	30288966	32	32	0
170	30288998	30289002	32	36	4
171	30289034	30289034	36	32	0
172	30289066	30289034	32	0	32
173	30289098	30289034	32	0	64
174	30289130	30289034	32	0	96
175	30289162	30289034	32	0	128
176	30289198	30289034	36	0	164
177	30289230	30289034	32	0	196
178	30289262	30289034	32	0	228
179	30289298	30289034	36	0	264
180	30289330	30289034	32	0	296
181	30289362	30289034	32	0	328
182	30289398	30289034	36	0	364
183	30289430	30289034	32	0	396
184	30289462	30289034	32	0	428
185	30289498	30289034	36	0	464
186	30289530	30289034	32	0	496
187	30289562	30289034	32	0	528
188	30289598	30289034	36	0	564
189	30289630	30289034	32	0	596
190	30289662	30289034	32	0	628
191	30289698	30289034	36	0	664
192	30289766	30289034	68	0	732
193	30289798	30289034	32	0	764
194	30289830	30289034	32	0	796
195	30289866	30289034	36	0	832
196	30289866	30289066	0	32	800
197	30289898	30289066	32	0	832
198	30289930	30289934	32	868	4
199	30289966	30289966	36	32	0
